-121,-269,-301,-260,-266,-252,-295,-139
-298,-415,-319,-329,-270,-358,-396,-342
-268,-348,-296,-241,-407,-238,-295,-273
-278,-355,-238,0,0,-450,-305,-291
-311,-299,-434,0,0,-215,-314,-327
-241,-335,-232,-461,-228,-374,-320,-271
-284,-406,-337,-288,-309,-323,-345,-281
-190,-343,-259,-340,-283,-338,-275,-236
