-49,-122,-139,-113,-108,-110,-119,-89
-138,-170,-136,-121,-104,-167,-130,-151
-107,-132,-146,-73,-185,-83,-118,-125
-120,-141,-104,0,0,-176,-125,-115
-117,-114,-197,0,0,-90,-135,-137
-86,-126,-106,-171,-81,-152,-121,-127
-117,-158,-138,-115,-129,-170,-118,-106
-110,-139,-95,-146,-119,-134,-114,-134
