-214,-391,-423,-385,-354,-372,-424,-216
-418,-568,-427,-461,-411,-465,-534,-475
-377,-482,-429,-337,-577,-351,-421,-399
-424,-489,-342,0,0,-603,-415,-428
-456,-421,-589,0,0,-304,-451,-440
-315,-456,-314,-662,-306,-512,-451,-407
-418,-563,-484,-431,-449,-476,-492,-388
-255,-477,-371,-490,-418,-464,-401,-335
