-70,-194,-236,-193,-197,-185,-199,-131
-230,-314,-220,-205,-183,-276,-270,-231
-177,-250,-228,-164,-318,-186,-206,-211
-208,-238,-167,0,0,-310,-222,-196
-212,-227,-318,0,0,-156,-231,-254
-175,-211,-189,-315,-179,-258,-226,-189
-190,-287,-241,-187,-208,-253,-235,-222
-157,-252,-194,-241,-210,-237,-201,-180
